Gene name	Human gene name	Human homology type	Human gene stable ID	Human orthology confidence [0 low, 1 high]	%id. target Human gene identical to query gene
					
Gm11958					
					
Gm38948					
					
					
Gm38947					
Gm12160					
Gm11725					
Gm36551					
Gm57212					
Or10z1	OR10Z1	ortholog_one2one	ENSG00000198967	1	87.5399
Mptx1					
					
					
Arhgap27os1					
Gm43495					
					
Timd7-ps					
Tsc22d4	SPACDR	ortholog_one2one	ENSG00000185955	0	45.2381
					
Gm12027					
					
					
					
Gm57204					
					
					
					
					
					
					
Gm11491					
					
Gm9836					
Gm15589					
Abcb11	ABCB11	ortholog_one2one	ENSG00000073734	1	81.6805
Kcnh2	KCNH2	ortholog_one2one	ENSG00000055118	1	96.0413
					
					
Gm57224					
					
Notumos					
					
1700028N14Rik					
					
					
Gm32164					
Gm12159					
Vmn2r-ps54					
					
					
Gm11749					
Ubr3	UBR3	ortholog_one2one	ENSG00000144357	1	95.2885
					
Gm11730					
Nos3	NOS3	ortholog_one2one	ENSG00000164867	1	94.2596
					
					
Cdrt4os1					
					
					
Gm36874					
					
					
Cdrt4os2					
					
					
					
					
					
					
					
					
					
Gm15587					
					
					
					
Atg9b	ATG9B	ortholog_one2one	ENSG00000181652	1	86.7679
4930417O22Rik					
					
Snhg20					
					
Abcb8	ABCB8	ortholog_one2one	ENSG00000197150	1	84.3794
					
					
Gm57384					
					
					
Gm57387					
					
					
Gm12059					
					
					
					
					
					
					
					
					
Ttn	TTN	ortholog_one2one	ENSG00000155657	1	90.1413
					
					
2610507I01Rik					
Asic3	ASIC3	ortholog_one2one	ENSG00000213199	1	83.5849
					
					
					
					
					
					
					
					
					
					
					
					
Gm20659					
					
Cdk5	CDK5	ortholog_one2one	ENSG00000164885	1	99.6575
					
1700086D15Rik					
Gm57401					
4933439C10Rik					
					
Slc4a2	SLC4A2	ortholog_one2one	ENSG00000164889	1	94.6645
					
					
					
					
					
					
					
					
					
					
Gm11959					
					
					
					
					
					
					
4732414G09Rik					
					
					
					
					
					
1700003D09Rik					
					
					
Gm12108					
					
					
Tvp23bos					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Gm34225					
					
					
A630052C17Rik					
Gm45846					
Gm45847					
Gm57392					
					
					
					
					
Fastk	FASTK	ortholog_one2one	ENSG00000164896	1	89.5413
					
					
Gm38584					
					
Gm12148					
Gm34838					
					
					
					
Gm34549					
					
					
					
1700023C21Rik					
Gm57403					
3110004A20Rik					
					
					
					
					
1700051A21Rik					
					
Gm22333					
					
Tmub1	TMUB1	ortholog_one2one	ENSG00000164897	0	39.7727
					
					
					
					
Gm11754					
2310074N15Rik					
					
Gm10472					
Agap3	AGAP3	ortholog_one2one	ENSG00000133612	1	96.1538
					
					
					
					
					
					
					
					
Gm57380					
					
					
					
Gm57363					
					
Gm44767					
					
					
Gm30786					
Gbx1	GBX1	ortholog_one2one	ENSG00000164900	1	78.9474
					
Rpl37rt					
A830036E02Rik					
					
Gm57268					
					
4833417C18Rik					
					
Gm57320					
A430102K17Rik					
					
4930401G09Rik					
Gm11527					
Gm13832					
					
					
					
					
					
A930005G22Rik					
4930430O22Rik					
					
Gm57408					
Mlec	MLEC	ortholog_one2one	ENSG00000110917	1	94.5017
					
Gm11638					
Cabp1	CABP1	ortholog_one2one	ENSG00000157782	1	93.1429
					
					
					
					
Lhx1os					
Gm13828					
Pop5	POP5	ortholog_one2one	ENSG00000167272	1	85.7988
Gm16175					
Rnf10	RNF10	ortholog_one2one	ENSG00000022840	1	92.6708
Gm57219					
Zfp120					
Gm57209					
Zfp442					
Spint5					
Gm11008					
Gm14403					
Gm44633					
Fahd2a	FAHD2A	ortholog_one2one	ENSG00000115042	1	86.262
4933440M02Rik					
Kcnip3	KCNIP3	ortholog_one2one	ENSG00000115041	1	84.3478
					
					
Gm57379					
					
Gm35117					
					
					
Gm57406					
Gm56334	RN7SKP285	ortholog_one2many	ENSG00000222069	0	56.1644
Gm52974					
Prom2	PROM2	ortholog_one2one	ENSG00000155066	1	73.1737
Gm13831					
Gm27040					
		ortholog_one2one	ENSG00000288623	1	96.5116
Coq5	COQ5	ortholog_one2one	ENSG00000110871	1	83.792
1700110I07Rik					
					
Gm11769					
Gm13829					
					
Dynll1	DYNLL1	ortholog_one2many	ENSG00000088986	1	100
					
Gm11999					
					
					
					
Gm13830					
					
					
					
					
					
					
Gm57348					
9130204K15Rik					
					
					
Gm57286					
Gm14229					
Zfp661	ZNF2	ortholog_one2one	ENSG00000275111	1	79.1569
					
					
					
Gm57294					
					
Gm42951					
5031425E22Rik					
					
					
					
					
Mrps5	MRPS5	ortholog_one2one	ENSG00000144029	1	79.6296
					
					
					
					
					
					
Gm57370					
Gm11716					
					
Tnfsf13os					
Myo3a	MYO3A	ortholog_one2one	ENSG00000095777	1	81.6491
Gm45620					
					
Gm11712					
					
					
					
4930434J08Rik					
					
					
					
Gm13342					
Gm13341					
Gm13340					
Gad2	GAD2	ortholog_one2one	ENSG00000136750	1	95.7265
Gm44644					
					
Etaa1os					
Gm43722					
4930580E04Rik					
Gm43058					
Gm42509					
Kmt2e	KMT2E	ortholog_one2one	ENSG00000005483	1	89.0792
E230029C05Rik					
					
					
					
					
Mir3967					
Gm56175					
Gm13338					
Spi1	SPI1	ortholog_one2one	ENSG00000066336	1	87.8676
					
					
Scpep1os					
					
					
Gm53681					
Mybpc3	MYBPC3	ortholog_one2one	ENSG00000134571	1	89.8425
					
					
					
					
					
					
					
					
					
					
					
		ortholog_one2one	ENSG00000289360	1	100
					
Gm55876					
					
					
Gm31785					
					
					
					
Gm43302					
					
					
					
Gbp10	GBP6	ortholog_one2many	ENSG00000183347	0	68.2488
Snhg16					
Gbp6	GBP6	ortholog_one2many	ENSG00000183347	0	68.9034
Gbp11	GBP6	ortholog_one2many	ENSG00000183347	0	68.0129
					
Gm32051					
					
					
					
					
					
					
Gm12153					
Lrrc8b	LRRC8B	ortholog_one2one	ENSG00000197147	1	93.6488
Madd	MADD	ortholog_one2one	ENSG00000110514	1	95.3431
					
					
					
					
					
					
					
					
Gm42141					
					
					
Lrrc8c	LRRC8C	ortholog_one2one	ENSG00000171488	1	97.3848
Gm12589					
Gm11655					
					
					
					
Gm26862					
C230066G23Rik					
					
					
					
					
					
					
					
					
					
Gm57256					
					
					
Gm15643					
					
					
					
Gm42397					
					
					
					
					
Gm57323					
Gm11697					
					
					
Gm38082					
					
					
					
Myl10	MYL10	ortholog_one2one	ENSG00000106436	1	99.3197
					
Arhgap27os3					
Gm39822					
					
					
					
					
Gm29477					
					
Gm28076					
4933430M04Rik					
					
					
					
Gm20485					
					
4933404O12Rik					
					
					
					
					
					
					
Gm57394					
					
Gm3948					
E130304I02Rik					
					
					
					
					
Gm35625					
					
Gm11418					
					
					
					
					
					
					
					
Gm26989					
					
G630030J09Rik					
Gm57316					
Gm57281					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Gm45606					
Smim10l3	SMIM10L3	ortholog_one2one	ENSG00000286075	1	98.5294
Gm57200					
Gm15755					
					
					
					
					
5430416N02Rik					
					
					
					
					
					
Gm12359					
Gm44930					
					
					
					
					
					
Gm57383					
					
Gm29683					
					
Gm42690					
					
					
					
					
					
1700046C09Rik					
					
					
A330087D11Rik					
					
Hnrnpdl	HNRNPDL	ortholog_one2one	ENSG00000152795	1	97.1429
					
Gm44992					
					
					
Hoxb5os					
Gm57249					
Enoph1	ENOPH1	ortholog_one2one	ENSG00000145293	1	94.5525
Gm24596	RNU6-544P	ortholog_one2one	ENSG00000200146	0	83.1776
Gm25579					
Cln3	CLN3	ortholog_one2one	ENSG00000188603	1	85.8447
Gm56136					
Tmem150c	TMEM150C	ortholog_one2one	ENSG00000249242	1	95.9839
					
Tmem150cos					
					
					
					
					
2310034O05Rik					
					
					
BC006965					
					
Gm57308					
Gm8091					
					
					
					
					
					
					
Gm19649					
Gm43596					
Gm5558					
Mir7059					
					
Apobr	APOBR	ortholog_one2one	ENSG00000184730	0	48.7261
					
					
Il27	IL27	ortholog_one2one	ENSG00000197272	1	73.0769
Gm43688					
					
Rchy1	RCHY1	ortholog_one2one	ENSG00000163743	1	90.4215
					
					
Nupr1	NUPR1	ortholog_one2one	ENSG00000176046	1	72.5
2510046G10Rik					
Gm57397					
Sgf29	SGF29	ortholog_one2one	ENSG00000176476	1	98.2935
					
9130213A22Rik					
Gm12280					
Gm11681					
Gm43039					
Thap6					
4930502E09Rik					
4930448A20Rik					
Gm9967					
					
Gm57352					
					
					
Gm57350					
Aldoa	ALDOA	ortholog_one2many	ENSG00000149925	1	97.8022
					
Gm11535					
Thap6					
					
Gm55980					
					
Odaph	ODAPH	ortholog_one2one	ENSG00000174792	1	61.1111
					
Cdkl2	CDKL2	ortholog_one2one	ENSG00000138769	1	85.3873
					
					
Gm11538					
Myhas					
					
					
Gm11431					
Adap2os					
					
					
Gm57854					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Cntrobos					
Gm31749					
					
					
					
					
					
					
					
					
					
Gm2044					
					
					
					
					
					
G3bp2	G3BP2	ortholog_one2one	ENSG00000138757	1	98.3402
					
Gm16201					
					
Gm11627					
					
					
					
					
					
					
					
					
					
					
					
					
					
Gm57229					
					
					
Zfp553	ZNF48	ortholog_one2one	ENSG00000180035	1	87.1404
Zfp771	ZNF771	ortholog_one2one	ENSG00000179965	1	95.8991
					
Dctpp1	DCTPP1	ortholog_one2one	ENSG00000179958	1	75.8824
					
Sephs2	SEPHS2	ortholog_one2one	ENSG00000179918	1	89.3805
Gm44729					
Gm17511					
Gm31897					
Itgal	ITGAL	ortholog_one2one	ENSG00000005844	1	68.0266
					
8430429K09Rik					
					
					
					
Gm22728					
					
					
					
Gm55997					
Gm12592					
					
Slc13a2os					
D430040L24Rik					
					
					
					
Gm15710					
					
6820445E23Rik					
					
Csn2	CSN2	ortholog_one2one	ENSG00000135222	0	45.8874
					
					
					
Gm12064					
Nr1h3	NR1H3	ortholog_one2one	ENSG00000025434	1	91.9101
					
					
					
4930538E20Rik					
					
Gm11205					
Zfp768	ZNF768	ortholog_one2one	ENSG00000169957	1	85.9155
					
					
					
Zfp747					
					
4930597A21Rik					
Zfp747l1					
					
Gm12063					
					
Zfp764l1	ZNF747	ortholog_many2many	ENSG00000169955	0	42.2994
Zfp764l1	ZNF764	ortholog_many2many	ENSG00000169951	1	57.9176
					
					
					
					
		ortholog_one2one	ENSG00000289491	1	84.7826
1700109G15Rik					
					
Gm10602					
Gm13783					
Gm23390	RNU6-883P	ortholog_one2many	ENSG00000207327	0	74.5283
Gm23390	RNU6-899P	ortholog_one2many	ENSG00000200817	0	67.9245
Gm23390	RNU6-484P	ortholog_one2many	ENSG00000206743	0	75.4717
Gm23390	RNU6-1208P	ortholog_one2many	ENSG00000238482	0	64.1509
Acp2	ACP2	ortholog_one2one	ENSG00000134575	1	89.3617
					
					
					
					
					
					
					
					
					
Gm57213					
Gm11691					
Xndc1	XNDC1N	ortholog_one2one	ENSG00000254469	0	40.2469
					
					
					
Gm11967					
					
					
Gm25066					
Xntrpc					
Gm42845					
					
					
Gm42794					
					
					
					
Gm24314					
					
Csn1s2a					
					
					
1700042O10Rik					
					
Ddb2	DDB2	ortholog_one2one	ENSG00000134574	1	77.5463
					
					
Slfn5os					
Unc45bos					
					
1700052K11Rik					
					
Gm12167					
Gm23101					
Csn1s2b					
Bcl2l11	BCL2L11	ortholog_one2one	ENSG00000153094	1	88.2653
					
					
					
					
					
Lrrc75aos1					
Gm12111					
Trpc2					
2410006H16Rik					
		ortholog_one2one	ENSG00000293584	1	95.4545
Nphp1	NPHP1	ortholog_one2one	ENSG00000144061	1	78.2923
Art5	ART5	ortholog_one2one	ENSG00000167311	1	74.7573
Gm9975					
					
Prr27	PRR27	ortholog_one2one	ENSG00000187533	0	26.4205
					
Lrrc75aos2					
Art1	ART1	ortholog_one2one	ENSG00000129744	1	76.9231
Gm7337					
Gm38577					
Odam	ODAM	ortholog_one2one	ENSG00000109205	1	68.4982
					
Nlrp1c-ps					
Chrna10	CHRNA10	ortholog_one2one	ENSG00000129749	1	91.9463
					
Nup98	NUP98	ortholog_one2one	ENSG00000110713	1	90.7489
					
BC037156	FDCSP	ortholog_one2one	ENSG00000181617	0	45.2381
					
Gm57337					
Csn3	CSN3	ortholog_one2one	ENSG00000171209	0	38.1215
					
					
					
					
					
					
					
Gm57376					
					
Muc17	MUC17	ortholog_one2one	ENSG00000169876	0	24.7388
					
Ppp1r1c	PPP1R1C	ortholog_one2one	ENSG00000150722	1	85.1852
					
					
					
					
					
					
					
					
					
					
Gm40348					
					
Pde1a	PDE1A	ortholog_one2one	ENSG00000115252	1	88.0734
					
2010001A14Rik					
Gm13674					
Pck1	PCK1	ortholog_one2one	ENSG00000124253	1	90.836
Muc12					
Gm57304					
Gm57299					
					
					
					
Zbp1	ZBP1	ortholog_one2one	ENSG00000124256	0	47.2019
Gm26411					
Hrk	HRK	ortholog_one2one	ENSG00000135116	1	72.8261
					
Rnft2	RNFT2	ortholog_one2one	ENSG00000135119	1	91.9283
					
Pgap2	PGAP2	ortholog_one2one	ENSG00000148985	1	94.4882
					
					
Gm39816					
Pmepa1	PMEPA1	ortholog_one2one	ENSG00000124225	1	80.1282
Gm11528					
Ptprj	PTPRJ	ortholog_one2one	ENSG00000149177	1	66.3704
					
					
					
					
					
					
					
Gm12130					
					
4933405E24Rik					
					
Gm56071					
Spring1	SPRING1	ortholog_one2one	ENSG00000111412	1	92.6829
					
					
Gm57335					
Gm25076					
					
					
					
					
					
Gm11586					
					
					
					
					
					
					
					
					
					
1700020A23Rik					
					
Gm28563					
					
					
Gm57190					
					
Rhog	RHOG	ortholog_one2one	ENSG00000177105	1	100
Gm25081					
Gm13588					
					
Gm44062					
Nek6	NEK6	ortholog_one2one	ENSG00000119408	1	95.2077
					
Gm18255					
Gm56073					
					
					
					
Gm44744					
					
					
					
					
					
Gm44709					
					
					
					
					
					
Btf3-ps11					
					
					
					
Gm57293					
					
Gm57341					
					
Gm11998					
					
					
					
Med13l	MED13L	ortholog_one2one	ENSG00000123066	1	92.0126
Tmc3	TMC3	ortholog_one2one	ENSG00000188869	1	81.4714
Gm35808					
Gm44183					
Psmb7	PSMB7	ortholog_one2one	ENSG00000136930	1	96.0289
					
Atp5k-ps2					
Vamp7-ps					
Stx16	STX16	ortholog_one2one	ENSG00000124222	1	93.5583
					
					
Gm16638					
Gm38534					
Stard5	STARD5	ortholog_one2one	ENSG00000172345	1	83.5681
Npepl1	NPEPL1	ortholog_one2one	ENSG00000215440	1	94.6565
					
Gm43785					
					
Gm43788					
Gm45838					
Gm11515					
Gm43275					
Il16	IL16	ortholog_one2one	ENSG00000172349	1	81.4675
					
Gm43274					
Gm43052					
Gm43051					
					
					
					
					
					
Gm56449					
Mir296					
					
Mir298					
					
Gnas	GNAS	ortholog_one2one	ENSG00000087460	0	33.0097
					
Qdpr	QDPR	ortholog_one2one	ENSG00000151552	1	93.7759
2310044K18Rik					
Gm12305					
Phgdh-ps1					
Gm7964					
					
Cfap161	CFAP161	ortholog_one2one	ENSG00000156206	1	72.2772
					
					
					
Med9os					
Gm42413					
Clrn2	CLRN2	ortholog_one2one	ENSG00000249581	1	94.3966
Gm44993					
					
Gm39043					
Gm57368					
Lap3	LAP3	ortholog_one2one	ENSG00000002549	1	90.3661
Gm57338					
					
					
					
3110009M11Rik					
Gm44531					
Gm44530					
					
Tlnrd1	TLNRD1	ortholog_one2one	ENSG00000140406	1	98.0663
					
					
Mesd	MESD	ortholog_one2one	ENSG00000117899	1	87.5
					
					
					
Gm49493					
Cemip	CEMIP	ortholog_one2one	ENSG00000103888	1	91.2564
					
Gm12714					
Appbp2os					
					
					
					
					
Gm16062					
					
					
Med28	MED28	ortholog_one2one	ENSG00000118579	1	94.382
1810063I02Rik					
					
					
Gm12031					
Fam184b	FAM184B	ortholog_one2one	ENSG00000047662	1	75.5839
					
					
					
					
					
					
					
					
					
Gm12069					
Gm12119					
					
					
Gm42521					
					
Gm42520					
9630001P10Rik					
					
D930048N14Rik					
					
Abhd17c	ABHD17C	ortholog_one2one	ENSG00000136379	1	96.875
Gm43367					
					
Gm43366					
1600023N17Rik					
					
					
Ncapg	NCAPG	ortholog_one2one	ENSG00000109805	1	82.9681
					
Gm26708					
Gm12319					
Taco1os					
					
Gm57365					
1700029K24Rik					
					
4933424L21Rik					
Gm36401					
Gm43201					
Gm29036					
Gm43200					
Gm22177	RNU1-155P	ortholog_one2many	ENSG00000252135	0	48.7342
Gm22177	RNVU1-23	ortholog_one2many	ENSG00000252826	0	46.2025
Gm44826					
					
Gm44827					
					
Gm44872					
					
					
Zfp260	ZNF260	ortholog_one2one	ENSG00000254004	1	86.7322
					
Klf3	KLF3	ortholog_one2one	ENSG00000109787	1	95.6395
					
					
					
					
Rab11fip4os2					
Gm56129					
Zfp382	ZNF382	ortholog_one2one	ENSG00000161298	1	72.1934
Gm57409					
Gm10988					
Gm12150					
Zfp146	ZNF146	ortholog_one2one	ENSG00000167635	1	95.5479
					
Gm5113					
					
C230096K16Rik					
					
					
					
					
					
Gm5113					
					
					
					
Cox7a1	COX7A1	ortholog_one2one	ENSG00000161281	1	70
					
Gm12052					
Gm21011					
					
Capns1	CAPNS1	ortholog_one2one	ENSG00000126247	1	94.7761
					
4930507D10Rik					
					
Tlr1	TLR1	ortholog_one2one	ENSG00000174125	1	73.2076
					
					
Tlr6	TLR6	ortholog_one2one	ENSG00000174130	1	73.9623
					
Mir574					
Gm43627					
Wbscr25					
					
					
					
					
					
Gm26810					
					
					
					
					
					
					
					
					
					
Gm43021					
Gm11682					
1700020L13Rik					
C1qtnf7	C1QTNF7	ortholog_one2one	ENSG00000163145	1	96.5398
4930412M03Rik					
1700020L13Rik					
4930479H17Rik					
					
					
Gm12265					
					
Gm43022					
					
					
Gm15866					
					
					
Gm57413					
Gm43023					
Cc2d2a	CC2D2A	ortholog_one2one	ENSG00000048342	1	84.752
					
					
					
9130017K11Rik					
Smt3h2-ps2					
Gm15892					
Zfp764	ZNF747	ortholog_many2many	ENSG00000169955	0	41.9954
Zfp764	ZNF764	ortholog_many2many	ENSG00000169951	1	57.5406
Gm33080					
					
Zfp688	ZNF688	ortholog_one2one	ENSG00000229809	1	75.1825
					
					
Gm45184					
Zfp689	ZNF689	ortholog_one2one	ENSG00000156853	1	92.4
					
B130055M24Rik					
Gm11513					
					
					
					
Gm45110					
Prr14	PRR14	ortholog_one2one	ENSG00000156858	1	72.8758
					
					
Gm32273					
Gm11695					
Fbxl5	FBXL5	ortholog_one2one	ENSG00000118564	1	93.7591
					
					
					
Fbrs	FBRS	ortholog_one2one	ENSG00000156860	1	95.4082
Gm34793					
Gm16013					
					
					
					
					
					
					
					
Gm11479					
Gm11981					
Mir7060					
Gm55644					
1700008J07Rik					
					
					
Srcap	SRCAP	ortholog_one2one	ENSG00000080603	1	85.9982
1700016P03Rik					
Gm56457		ortholog_one2one	ENSG00000276859	0	67.1875
Gm56458		ortholog_one2one	ENSG00000274491	1	68.0328
Gm56459					
Gm13586					
Gm56472					
Adgrd2-ps					
					
Nr5a1	NR5A1	ortholog_one2one	ENSG00000136931	1	93.5065
Galr2	GALR2	ortholog_one2one	ENSG00000182687	1	84.9057
Zacn-ps					
Exoc7	EXOC7	ortholog_one2one	ENSG00000182473	1	94.835
Nr5a1os					
Gm44146					
Rpl15-ps4					
					
Xrn2	XRN2	ortholog_one2one	ENSG00000088930	1	96.0042
Gm42462					
Gm43182					
Gm43181					
Gm42555					
					
Bst1	BST1	ortholog_one2one	ENSG00000109743	1	72.0257
Cd38	CD38	ortholog_one2one	ENSG00000004468	1	57.2368
Gm42715					
Gm16014					
Gm16015					
Snora30	SNORA30	ortholog_one2many	ENSG00000206755	1	84.6154
Snora30	SNORA37	ortholog_one2many	ENSG00000207233	0	82.3077
Gm28198					
Tmem265					
Phkg2	PHKG2	ortholog_one2one	ENSG00000156873	1	93.5961
Nkx2-4	NKX2-4	ortholog_one2one	ENSG00000125816	1	94.3503
Ppihl	PPIH	ortholog_one2one	ENSG00000171960	0	100
Gm14116					
Gm7882					
Nkx2-2	NKX2-2	ortholog_one2one	ENSG00000125820	1	98.1685
Gm5292					
Gm43183					
Gm43184					
Fgfbp1	FGFBP1	ortholog_one2one	ENSG00000137440	1	58.5657
Gm56467					
Gm14115					
Gm14113					
Prom1	PROM1	ortholog_one2one	ENSG00000007062	1	60.7843
Gm56468					
Pax1	PAX1	ortholog_one2one	ENSG00000125813	1	91.9283
Cfap119	CFAP119	ortholog_one2one	ENSG00000196118	1	72.3724
Gm14109					
Gm56475		ortholog_one2one	ENSG00000275372	1	89.313
Gm56476					
Gm56477		ortholog_one2one	ENSG00000277444	1	85.7143
Gm56478					
Gm13475					
Gm13479					
					
Gm13478					
					
BC046401					
Gm55312					
Gm56375					
Foxj1	FOXJ1	ortholog_one2one	ENSG00000129654	1	92.6366
Gm11461					
Gm11462					
Gm11464					
Ncoa3	NCOA3	ortholog_one2one	ENSG00000124151	1	84.0342
Rnf40	RNF40	ortholog_one2one	ENSG00000103549	1	92.5075
					
Rnf157	RNF157	ortholog_one2one	ENSG00000141576	1	92.511
Gm44759					
1700120K04Rik					
Zfp629	ZNF629	ortholog_one2one	ENSG00000102870	1	89.158
					
Gm44760					
Bcl7c	BCL7C	ortholog_one2one	ENSG00000099385	1	70.5394
Sulf2	SULF2	ortholog_one2one	ENSG00000196562	1	93.7143
Gm39090					
Mir762					
Rps11-ps2					
Ctf1	CTF1	ortholog_one2one	ENSG00000150281	1	78.3251
					
					
Gm57347					
Ubald2	UBALD2	ortholog_one2one	ENSG00000185262	1	90.2439
Ctf2					
Gm11737					
Gm12622					
					
Gm12627					
					
Gm44590					
Gm12615					
Gdpd4	GDPD4	ortholog_one2one	ENSG00000178795	1	53.1646
					
Gm12625					
					
Gm12616					
					
Gm12617					
					
Gm12134					
					
Gm12611					
					
Gm12164					
F630206G17Rik					
Gm56377					
Nat10	NAT10	ortholog_one2one	ENSG00000135372	1	95.5078
Myo7a	MYO7A	ortholog_one2one	ENSG00000137474	1	96.7386
Gm11619					
					
Gm12191					
Rpl27-ps2					
					
Hmgb1-ps3					
					
Gm11196					
Gm12203					
Gm12206					
					
Gm12209					
					
Gm11771					
					
1700071K01Rik					
Gm12226					
Mup-ps22					
					
Gm12240					
					
Gm12241					
					
Gm12245					
Gm57340					
Gm11478					
Gm12311					
					
Gm11509					
					
Gm11679					
					
Gm11692					
					
Gm12712					
					
Eif3s6-ps1					
Caprin1	CAPRIN1	ortholog_one2one	ENSG00000135387	1	97.0297
					
Gm12004					
					
Gm11544					
Gm42716					
					
A430060F13Rik					
Gm16401					
					
Gm12020					
Gm42966					
					
Gm42429					
Gm42428					
Gm11430					
Gm42427					
Gm11761					
Tapt1	TAPT1	ortholog_one2one	ENSG00000169762	1	95.922
					
Btf3-ps13					
					
Gm12571					
					
Gm11637					
					
Gm16342					
					
Gm11545					
					
Gm11546					
					
AA623943					
AA623943					
Rps15a-ps6					
E430021H15Rik					
Gm11440					
Rpl13-ps1					
Gm42982					
Gm12188					
					
Gm42983					
Gm50458					
Arpc1a	ARPC1A	ortholog_one2one	ENSG00000241685	1	98.6487
Gm12189					
					
Gm11539					
Gm11531					
Gm11660					
Gm57388					
					
Gm11186					
					
Sirpa	SIRPG	ortholog_many2many	ENSG00000089012	0	39.7661
Sirpa	SIRPB1	ortholog_many2many	ENSG00000101307	0	41.7154
Sirpa	SIRPA	ortholog_many2many	ENSG00000198053	1	65.3021
Gm11189					
					
Hspa4	HSPA4	ortholog_one2one	ENSG00000170606	1	95.8432
Arpc1b	ARPC1B	ortholog_one2many	ENSG00000130429	1	96.2766
					
					
Zcchc10	ZCCHC10	ortholog_one2one	ENSG00000155329	1	83.1461
					
Gm11188					
Aff4	AFF4	ortholog_one2one	ENSG00000072364	1	93.1897
Pdap1	PDAP1	ortholog_one2one	ENSG00000106244	1	96.6851
Bud31	BUD31	ortholog_one2one	ENSG00000106245	1	100
					
Rprd1b	RPRD1B	ortholog_one2one	ENSG00000101413	1	99.3865
					
Gm25930	RNU6-537P	ortholog_one2many	ENSG00000253086	0	72.8972
Gm25930	RNU6-774P	ortholog_one2many	ENSG00000200108	0	89.7196
Gm25930	RNU6-28P	ortholog_one2many	ENSG00000199248	0	91.5888
Mir6920					
Leap2	LEAP2	ortholog_one2one	ENSG00000164406	1	85.5263
Ptcd1	PTCD1	ortholog_one2one	ENSG00000106246	1	73.813
Uqcrq	UQCRQ	ortholog_one2one	ENSG00000164405	1	79.2683
Gdf9	GDF9	ortholog_one2one	ENSG00000164404	1	73.6961
					
Cpsf4	CPSF4	ortholog_one2one	ENSG00000160917	1	99.2565
					
Shroom1	SHROOM1	ortholog_one2one	ENSG00000164403	1	61.3609
Capn5	CAPN5	ortholog_one2one	ENSG00000149260	1	92.1875
Tgm2	TGM2	ortholog_one2one	ENSG00000198959	1	84.2566
Gm12212					
Gm9837					
Sowaha	SOWAHA	ortholog_one2one	ENSG00000198944	1	77.0073
					
Gm9945					
					
					
Rpl9-ps3					
Septin8	SEPTIN8	ortholog_one2one	ENSG00000164402	1	97.314
Omp	OMP	ortholog_one2one	ENSG00000254550	1	89.5705
					
Gm16938					
B3gnt6	B3GNT6	ortholog_one2one	ENSG00000198488	1	68.2864
Acer3	ACER3	ortholog_one2one	ENSG00000078124	1	88.3895
Atp5mf	ATP5MF	ortholog_one2one	ENSG00000241468	1	80.6818
Gm20412					
D630003M21Rik	KIAA1755	ortholog_one2one	ENSG00000149633	1	65.3749
Zkscan14	ZNF394	ortholog_one2one	ENSG00000160908	1	66.4108
					
					
Tsku	TSKU	ortholog_one2one	ENSG00000182704	1	84.4633
Zkscan5	ZKSCAN5	ortholog_one2one	ENSG00000196652	1	80.5861
Gm44507					
Mir7685					
Zfp655	ZNF655	ortholog_one2one	ENSG00000197343	1	73.3826
Bpi	BPI	ortholog_one2one	ENSG00000101425	1	53.2922
A430108G06Rik					
Kif3a	KIF3A	ortholog_one2one	ENSG00000131437	1	97.6552
Gm9710					
Zscan25	ZSCAN25	ortholog_one2one	ENSG00000197037	1	84.1621
Gm42636					
Cyp3a57	CYP3A7	ortholog_many2many	ENSG00000160870	0	65.6064
Cyp3a57	CYP3A4	ortholog_many2many	ENSG00000160868	0	68.3897
Cyp3a57	CYP3A43	ortholog_many2many	ENSG00000021461	0	65.6064
Cyp3a57	CYP3A5	ortholog_many2many	ENSG00000106258	0	68.1909
Gm2314					
Gm42859					
Cyp3a16	CYP3A7	ortholog_many2many	ENSG00000160870	0	67.8571
Cyp3a16	CYP3A4	ortholog_many2many	ENSG00000160868	0	70.2381
Cyp3a16	CYP3A43	ortholog_many2many	ENSG00000021461	0	62.6984
Cyp3a16	CYP3A5	ortholog_many2many	ENSG00000106258	0	69.6429
					
					
Lbp	LBP	ortholog_one2one	ENSG00000129988	1	67.5676
Gm44980					
Gucy2d					
Il4	IL4	ortholog_one2one	ENSG00000113520	0	42.8571
Gm2926					
Gm44978					
					
Gm24411					
Gm26003	SNORA71A	ortholog_one2one	ENSG00000225091	1	75.2212
Gm14205					
Gm13708					
Chrna1	CHRNA1	ortholog_one2one	ENSG00000138435	1	94.3107
					
Lrrc32	LRRC32	ortholog_one2one	ENSG00000137507	1	79.4872
					
Gm12216					
					
					
Gm23040					
					
Chrna1os					
A630091E08Rik					
					
					
					
Emsy	EMSY	ortholog_one2one	ENSG00000158636	1	95.3323
Chn1os3					
Chn1	CHN1	ortholog_one2one	ENSG00000128656	1	96.2963
Gm12214					
					
					
Gm57339					
					
					
					
					
					
Gm57378					
					
					
Gm57375					
					
					
					
					
					
					
					
					
					
Gm11537					
Snx11	SNX11	ortholog_one2one	ENSG00000002919	1	84.1328
